PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P05004,Karapakkam,1620,18-05-2010,12,2,2,4,AdjLand,Yes,29-05-1967,House,NoSewr ,Paved,RL,2.6,2,2.6,2.42,384857,128286,9163250
P01915,Karapakkam,668,15-01-2012,88,1,1,2,AbNormal,No,24-01-1975,Others,NoSeWa,Paved,C,2.6,2.8,4.1,3.26,155031,41594,3781250
P09077,Velachery,1542,14-04-2007,199,2,1,4,Family,Yes,26-04-1959,House,AllPub,Gravel,RM,3.1,2.1,3.3,2.71,344951,188155,10453060
P08149,T Nagar,1551,8/4/2008,81,1,1,4,Normal Sale,No,11/4/1998,Others,ELO,Paved,RL,4.7,3.5,4.3,4.22,360636,236279,12435730
P05602,KK Nagar,2221,27-01-2010,64,4,2,6,Partial,No,1/2/1990,Others,AllPub,Paved,RL,3.1,3.6,2.6,3.05,385507,280368,11682020
P06709,Velachery,1522,18-06-2009,31,2,1,4,AdjLand,No,22-06-1995,Others,NoSeWa,Paved,RH,2.6,2.4,2.4,2.45,352210,92687,9268680
P09639,Velachery,1539,10/5/2006,88,2,1,4,AbNormal,Yes,16-05-1983,House,NoSewr ,Gravel,RH,3.4,5,2.3,3.79,306260,207467,9879360
P02020,T Nagar,1866,24-12-2011,88,2,1,5,Partial,Yes,30-12-1986,Others,AllPub,Gravel,RM,2.1,2.1,4.1,3,470348,297887,15678280
P01170,Anna Nagar,1874,16-11-2012,10,2,1,5,Partial,Yes,23-11-1985,Others,AllPub,No Access,RM,2.6,3.2,4.9,3.67,467285,233643,14602660
P03239,KK Nagar,2097,29-04-2011,39,3,2,5,Family,No,4/5/1989,Others,AllPub,Paved,RH,2.3,2.5,3.4,2.8,437420,234713,10668780
P08577,Chrompet,1159,2/11/2007,108,1,1,3,Family,No,6/11/1989,Commercial,NoSeWa,No Access,RL,4.6,2.8,4.5,3.85,372465,186233,12415500
P02585,KK Nagar,1438,7/9/2011,35,2,1,4,Partial,Yes,9/9/2001,Commercial,NoSewr ,Gravel,RM,2.5,2.7,3,2.76,710941,232144,14509000
P01360,Chrompet,863,8/7/2012,120,1,1,3,Partial,No,14-07-1990,Others,NoSewr ,Paved,RH,4.2,4.9,5,4.72,234938,36709,7341810
P03127,Karapakkam,1292,22-05-2011,142,1,1,3,Normal Sale,No,30-05-1979,Commercial,ELO,Paved,RL,3.2,3.3,4.7,3.83,403221,258475,10339000
P06131,Anna Nagar,1691,16-10-2009,153,1,1,4,Normal Sale,Yes,23-10-1981,House,NoSewr ,Gravel,RH,2.7,4.5,2.8,3.19,476887,188245,12549660
P09328,Anna Nagar,1894,16-01-2007,98,2,1,5,Family,Yes,25-01-1969,House,NoSewr ,Paved,RH,3.5,4.6,2.9,3.535,494536,228247,12680410
P07500,Chrompet,1174,21-10-2008,8,1,1,3,Family,No,30-10-1973,Commercial,ELO,Paved,RM,3.9,3.2,3.1,3.38,413176,159939,13328250
P09736,Velachery,1838,15-10-2005,88,3,2,5,AbNormal,No,26-10-1961,House,NoSeWa,Paved,RM,2.4,2.6,4.7,3.18,388155,209006,9952680
P02123,Karapakkam,1582,6/12/2011,75,2,2,4,Normal Sale,No,7/12/2006,Commercial,AllPub,Gravel,RH,4,2.2,3.4,3.22,389693,289127,12570750
P07873,KK Nagar,1951,8/7/2008,111,3,2,5,Partial,No,10/7/2000,House,NoSeWa,Gravel,RH,2.2,2.6,4.2,3.12,488648,78184,9772960
P02052,Karapakkam,1237,18-12-2011,14,1,1,3,Normal Sale,Yes,23-12-1989,Others,NoSeWa,Paved,C,2.4,2.3,4.7,3.29,279779,143301,6823875
P05572,Velachery,1989,1/2/2010,126,3,2,5,Partial,Yes,10/2/1973,Others,NoSeWa,No Access,C,2.5,2.7,3.7,2.95,339967,119448,9188290
P06854,Chrompet,1129,5/5/2009,86,1,1,3,AdjLand,Yes,13-05-1979,Commercial,NoSewr ,Paved,RM,2.8,2.1,3.6,2.76,482265,58456,14614100
P06553,Chrompet,768,25-07-2009,77,1,1,2,Partial,Yes,3/8/1973,House,ELO,No Access,RM,4.5,2.1,4.3,3.48,216410,89549,7462400
P01375,Chrompet,1056,28-06-2012,157,1,1,3,Partial,No,8/7/1972,Others,NoSeWa,No Access,RH,2.5,2.1,3.5,2.64,207922,62376,6930720
P00606,T Nagar,1585,2/12/2013,71,1,1,4,Normal Sale,No,13-12-1970,Commercial,AllPub,No Access,RM,2.6,3.4,2.6,2.8,498564,213670,17805860
P07520,KK Nagar,1789,15-10-2008,4,3,2,5,AdjLand,Yes,17-10-2000,House,AllPub,Gravel,RL,3.2,3.4,4.4,3.74,356231,142492,11874360
P09776,Velachery,1869,19-08-2005,22,3,2,5,AdjLand,No,23-08-1991,Commercial,NoSeWa,No Access,RM,4.9,2,4.1,3.36,621712,175355,15941330
P06130,Karapakkam,520,16-10-2009,60,1,1,2,Partial,No,21-10-1990,Commercial,NoSewr ,Gravel,C,2.4,4.9,2.6,3.23,178373,57709,5246250
P01222,Chrompet,738,16-10-2012,8,1,1,2,AdjLand,Yes,19-10-2000,Commercial,NoSeWa,No Access,RL,3.8,4.5,2.3,3.63,276250,148750,10625000
P03253,Velachery,1914,25-04-2011,198,3,2,5,AbNormal,Yes,27-04-2003,House,NoSeWa,Gravel,RL,2.6,2.4,4.6,3.11,424125,117813,11781260
P06846,Anna Nagar,1576,7/5/2009,188,1,1,4,Normal Sale,No,11/5/1993,Others,AllPub,Gravel,RH,4.6,4.6,4.5,4.56,452160,188400,12560000
P06835,Chrompet,869,9/5/2009,133,1,1,3,Partial,No,18-05-1972,House,ELO,Gravel,RH,3.3,3.4,4.9,3.82,225454,61488,6831950
P04497,Adyar,635,20-08-2010,134,1,1,2,Partial,No,30-08-1970,House,ELO,Gravel,RH,3.1,4.5,2,2.83,210032,36005,6000900
P09503,Anna Nagar,1875,6/11/2006,40,2,1,5,AdjLand,Yes,8/11/1998,House,ELO,Gravel,RL,4.2,4.4,2.6,3.61,556330,248884,14640260
P06766,KK Nagar,2344,31-05-2009,181,4,2,6,Normal Sale,No,4/6/1992,Commercial,NoSeWa,Gravel,RM,3.8,2.4,4.6,3.7,777513,322384,18963740
P03185,Anna Nagar,1804,9/5/2011,69,2,1,5,Normal Sale,Yes,15-05-1987,House,AllPub,Gravel,RM,2.2,2.8,2.6,2.51,536773,145074,14507380
P04069,Adyar,985,14-11-2010,100,1,1,3,Normal Sale,No,24-11-1970,Others,NoSewr ,Gravel,C,3.1,3,2.7,2.88,250764,88505,7375400
P04734,Anna Nagar,1589,8/7/2010,117,1,1,4,Normal Sale,Yes,12/7/1992,Commercial,AllPub,No Access,RL,4.7,3.5,2.7,3.6,691048,298831,18676960
P03195,Karapakkam,1390,7/5/2011,14,2,2,4,Normal Sale,Yes,15-05-1978,Others,AllPub,Gravel,C,2.5,3.4,3.5,3.17,365286,166761,7941000
P03526,KK Nagar,2435,9/3/2011,47,4,2,6,Normal Sale,No,12/3/1996,House,AllPub,Gravel,RM,2.1,4.3,3.9,3.48,568097,103290,12911300
P03946,Adyar,1145,7/12/2010,28,1,1,3,Normal Sale,Yes,14-12-1981,Others,NoSeWa,Gravel,RM,2.3,4.6,4.7,3.96,424978,23610,11804935
P08459,Chrompet,714,25-12-2007,109,1,1,2,AbNormal,No,29-12-1988,House,AllPub,Gravel,RM,3,2.7,4.7,3.39,262126,73723,8191450
P06855,Chrompet,1174,5/5/2009,22,1,1,3,Normal Sale,No,11/5/1984,Commercial,NoSeWa,Gravel,RH,3.9,3.4,3.7,3.64,376424,64901,12980150
P08700,Anna Nagar,1936,16-09-2007,199,2,1,5,AdjLand,No,22-09-1980,Commercial,AllPub,Gravel,RH,5,2.8,2.3,3.37,533016,362451,21320640
P05757,Karapakkam,1477,27-12-2009,65,2,2,4,AbNormal,No,3/1/1983,Commercial,AllPub,No Access,I,3.8,4.2,2.9,3.56,376134,89084,9898250
P01564,Karapakkam,1017,17-03-2012,194,1,1,3,AdjLand,Yes,19-03-2006,Commercial,AllPub,Gravel,C,3.2,2.2,3.8,3.14,466344,116586,9715500
P01165,Chrompet,943,19-11-2012,111,1,1,3,AdjLand,No,24-11-1995,Others,AllPub,No Access,RH,2.1,4.6,2,3.07,215904,115663,7710860
P07836,T Nagar,1515,18-07-2008,63,1,1,4,AbNormal,No,27-07-1975,Others,AllPub,No Access,RL,2.9,4.2,3.4,3.45,433793,205481,11415610
P00893,Chrompet,1071,17-05-2013,151,1,1,3,Partial,No,26-05-1976,Others,AllPub,Paved,RM,4.2,4.3,4.2,4.24,287588,102047,9277020
P07788,Velachery,1937,2/8/2008,153,3,2,5,Normal Sale,No,5/8/1998,Others,NoSeWa,Paved,RH,4,2.8,3.8,3.4,394821,224088,10670850
P03177,KK Nagar,2440,12/5/2011,68,4,2,6,Normal Sale,Yes,14-05-2000,Others,NoSeWa,Paved,RM,3.5,3,2.1,2.79,469162,113736,14217020
P03167,Chrompet,892,14-05-2011,182,1,1,3,AbNormal,Yes,20-05-1985,Others,AllPub,No Access,RH,3,4.5,2.6,3.48,232799,88303,8027540
P04569,Velachery,1951,7/8/2010,37,3,2,5,AbNormal,No,10/8/1998,Commercial,ELO,Paved,RH,3.2,4.7,3.7,4.03,547260,156360,15635990
P05308,Karapakkam,1452,21-03-2010,141,2,2,4,Normal Sale,No,24-03-1997,Others,NoSewr ,Paved,RH,4.3,3,2.3,3.11,352363,144149,8008250
P09984,Velachery,1605,21-05-2004,16,2,1,4,Partial,No,28-05-1978,Commercial,ELO,Paved,C,3.1,4.6,2.3,3.54,409863,163945,11710370
P02332,Chrompet,733,23-10-2011,62,1,1,2,AdjLand,No,26-10-1996,Others,AllPub,Paved,RH,4.4,4.8,4.7,4.65,217142,112315,7487660
P02990,Karapakkam,616,17-06-2011,106,1,1,2,AdjLand,No,26-06-1975,Others,AllPub,Gravel,I,4.2,3.4,4.6,4.12,272600,43616,5452000
P01382,Anna Nagar,1525,21-06-2012,121,1,1,4,AdjLand,No,25-06-1997,Others,NoSewr ,No Access,RL,5,2.3,4.3,4.045,360570,216342,12019000
P06506,KK Nagar,1577,4/8/2009,166,2,1,4,AbNormal,No,5/8/2004,Others,NoSeWa,Paved,RH,4.5,3.4,4.2,4.05,359504,184361,9218040
P06344,Adyar,1002,10/9/2009,149,1,1,3,Family,Yes,12/9/2001,Others,NoSeWa,Paved,A,3.6,4.1,4.4,4.1,231934,46387,7731120
P08357,Velachery,1792,1/2/2008,163,2,1,4,AbNormal,Yes,12/2/1963,Commercial,ELO,Gravel,RH,4.5,3.2,2.6,3.35,553351,261304,15370850
P00312,Chrompet,721,9/7/2014,118,1,1,2,Family,Yes,17-07-1982,Others,NoSeWa,No Access,RM,2.4,3.9,2.9,3.15,222526,47684,7947370
P00984,T Nagar,1530,19-03-2013,51,1,1,4,Family,Yes,22-03-2003,Commercial,ELO,No Access,RH,3.2,4.9,4.3,4.12,658935,156064,17340400
P07713,Chrompet,723,24-08-2008,178,1,1,2,Family,Yes,28-08-1993,Commercial,NoSeWa,No Access,RM,2.5,4.9,3.4,3.73,341109,181214,10659650
P06081,Adyar,840,27-10-2009,116,1,1,3,Family,No,1/11/1988,Others,AllPub,Paved,C,3.9,3.9,3.5,3.7,210509,32892,6578415
P02029,Karapakkam,1254,22-12-2011,125,1,1,3,AdjLand,Yes,26-12-1994,Others,NoSewr ,No Access,RL,4.8,3.1,4.2,4.05,320272,112528,8656000
P05461,Karapakkam,1129,19-02-2010,195,1,1,3,Normal Sale,Yes,26-02-1983,Others,NoSewr ,Paved,C,2.6,2.7,2.5,2.59,297718,64721,6472125
P03053,Adyar,1272,5/6/2011,102,2,2,4,Partial,No,10/6/1991,House,ELO,Paved,RM,4.4,3.3,2.3,3.13,385694,128565,9889600
P09129,Adyar,1085,28-03-2007,66,1,1,3,AdjLand,Yes,5/4/1975,House,AllPub,Paved,I,3.4,3.7,2.6,3.06,321130,17841,8920280
P02234,Velachery,1922,10/11/2011,168,3,2,5,Normal Sale,No,12/11/2000,Others,NoSewr ,Paved,RH,4.4,4,2.3,3.59,354388,118129,10739020
P07959,Chrompet,994,11/6/2008,116,1,1,3,AdjLand,No,18-06-1980,Commercial,NoSewr ,No Access,RL,4.8,3.8,3.5,4.01,357573,184554,11534600
P09928,Velachery,1798,5/9/2004,44,2,1,4,Family,Yes,17-09-1956,House,NoSewr ,No Access,RL,2.1,3.7,2.7,3,291709,94100,9409960
P03433,Velachery,1544,27-03-2011,16,2,1,4,Family,No,30-03-1997,Commercial,AllPub,No Access,RL,3.2,3.8,3.5,3.56,393146,117944,13104880
P08325,Velachery,1740,14-02-2008,92,2,1,4,Normal Sale,Yes,21-02-1978,Others,NoSeWa,Gravel,RM,2.9,3.5,4.9,3.77,426731,207269,12192300
P06217,Velachery,1676,4/10/2009,22,2,1,4,Partial,No,16-10-1962,House,ELO,Gravel,RL,2.6,4.7,2.5,3.52,303708,107191,8932590
P07782,Adyar,1209,4/8/2008,55,2,2,4,Normal Sale,Yes,9/8/1989,House,NoSewr ,Paved,RL,3.6,4.9,4.3,4.21,352185,85378,10672285
P05323,KK Nagar,1397,18-03-2010,190,2,1,4,AbNormal,Yes,22-03-1993,Commercial,NoSewr ,Paved,RH,4.3,3.7,2.1,3.24,434334,114971,12774540
P01836,Karapakkam,1028,30-01-2012,11,1,1,3,Family,Yes,1/2/2001,House,ELO,No Access,RL,3,4,3,3.3,326014,63785,7087250
P03723,Adyar,1063,24-01-2011,88,1,1,3,AdjLand,Yes,26-01-2004,Other,NoSewr ,Paved,RH,4.7,3.8,3.7,4.02,336826,115784,10525805
P03084,Velachery,1596,29-05-2011,99,2,1,4,Partial,Yes,11/6/1956,House,NoSeWa,Paved,RM,2.5,3.4,3.4,,375857,96374,9637350
P06945,Adyar,648,12/4/2009,140,1,1,2,Family,No,18-04-1985,Commercial,NoSeWa,No Access,RH,3.4,2.1,3.4,3.14,257413,80442,8044160
P03043,Velachery,1732,7/6/2011,188,2,1,4,AdjLand,No,8/6/2005,Others,ELO,No Access,I,4.5,2.6,2.1,2.93,276311,80219,8913270
P08853,Chrompet,1100,25-07-2007,79,1,1,3,AdjLand,No,31-07-1981,Others,ELO,No Access,RM,3.2,2,4.5,3.11,238464,45859,9171700
P00392,Chrompet,1182,19-05-2014,47,1,1,3,AdjLand,No,27-05-1983,Others,AllPub,Gravel,RM,2.9,3,4.9,3.54,337180,152275,10876790
P03450,KK Nagar,2137,24-03-2011,130,3,2,5,Partial,No,29-03-1991,Other,NoSewr ,Paved,RM,4.9,2.2,2.9,3.29,366127,212590,11810540
P01080,Chrompet,1298,9/1/2013,124,2,1,4,AdjLand,Yes,18-01-1977,Commercial,NoSewr ,Paved,RM,4.7,4.2,2.8,3.93,528198,128048,16006000
P03803,Velachery,1581,8/1/2011,167,2,1,4,AbNormal,Yes,12/1/1996,House,NoSeWa,No Access,C,5,4.6,2.3,4.01,310536,131978,7763400
P09965,Velachery,1520,25-06-2004,29,2,1,4,AdjLand,No,3/7/1975,Others,NoSewr ,Paved,A,2.5,4,4.7,3.84,278330,112836,7522430
P06828,Chrompet,785,11/5/2009,83,1,1,2,AbNormal,No,19-05-1976,Others,ELO,No Access,RM,4.8,4.1,3.6,4.16,190715,95358,7335200
